$number of bonds for atom 2 and 3 : 
4 4
$dihedral terms with unknown parameters 9 : 
1) H11 C1 C2 H21     |    HGA3 CG331 CG331 HGA3 
2) H11 C1 C2 H22     |    HGA3 CG331 CG331 HGA3 
3) H11 C1 C2 H23     |    HGA3 CG331 CG331 HGA3 
4) H12 C1 C2 H21     |    HGA3 CG331 CG331 HGA3 
5) H12 C1 C2 H22     |    HGA3 CG331 CG331 HGA3 
6) H12 C1 C2 H23     |    HGA3 CG331 CG331 HGA3 
7) H13 C1 C2 H21     |    HGA3 CG331 CG331 HGA3 
8) H13 C1 C2 H22     |    HGA3 CG331 CG331 HGA3 
9) H13 C1 C2 H23     |    HGA3 CG331 CG331 HGA3 
$fi1 einter1 fi2 einter2 ... eref 
79.9918 0.983759 -41.5533 1.09168 -161.576 0.85985 -41.5713 1.09167 -163.116 0.856763 76.8606 0.993565 -161.517 0.859997 76.9383 0.993412 -43.0849 1.10222 0.158553
90.054 0.957854 -31.8219 1.11394 -151.88 0.864935 -31.8186 1.11392 -153.694 0.860489 86.2478 0.967515 -151.886 0.864809 86.2378 0.967409 -33.82 1.12786 0.280616
100.025 0.93421 -21.7667 1.13387 -141.668 0.872271 -21.6616 1.13391 -143.454 0.867989 96.6452 0.942335 -141.685 0.872375 96.5235 0.94249 -23.3777 1.14934 0.353844
110.028 0.914343 -11.0161 1.14976 -130.996 0.883412 -11.0084 1.14972 -132.053 0.880143 107.968 0.918639 -130.997 0.883154 107.959 0.918472 -12.0209 1.16062 0.362595
119.978 0.897578 -0.0363218 1.15839 -119.999 0.897561 -0.00936945 1.15839 -120.024 0.897659 120.013 0.897606 -119.992 0.897623 119.994 0.897706 0.0305676 1.15839 0.354617
130 0.883678 10.9827 1.15767 -108.934 0.915431 11.0141 1.15684 -108.004 0.920359 132.08 0.881095 -108.931 0.915307 132.051 0.881395 12.1351 1.14393 0.363498
140.031 0.873091 21.7321 1.14633 -98.2213 0.936483 21.7496 1.14715 -96.5489 0.946257 143.498 0.869856 -98.2305 0.936672 143.471 0.869659 23.5176 1.12298 0.356497
149.964 0.865334 31.873 1.12761 -88.0947 0.96043 31.9188 1.12786 -86.1723 0.973042 153.86 0.862596 -88.0516 0.960316 153.857 0.862429 33.8897 1.10165 0.282584
160.032 0.859761 41.6134 1.10169 -78.3783 0.986352 41.5657 1.10196 -76.8531 0.998691 163.155 0.858436 -78.3125 0.986306 163.269 0.858263 43.2769 1.08156 0.160394
170.005 0.856598 50.9098 1.07275 -69.1444 1.01377 50.9507 1.07284 -68.1443 1.0222 171.801 0.856206 -69.0961 1.01364 171.809 0.856017 51.7546 1.06206 0.0457453
-179.985 0.855568 60.0331 1.04303 -60.0125 1.04317 59.9878 1.04296 -59.9942 1.04306 179.96 0.855569 -60.0181 1.04317 180 0.855665 59.9544 1.04356 8.08738e-05


60.003 1.04307 -60.0319 1.04298 180 0.855549 -59.9651 1.04323 180 0.855698 60.0319 1.04298 180 0.855695 59.9651 1.04323 -60.003 1.04307 -9.54892e-07
