$number of bonds for atom 2 and 3 : 
4 4
$dihedral terms with unknown parameters 9 : 
1) C1 C2 C3 C4     |    CG331 CG321 CG321 CG331 
2) C1 C2 C3 H31     |    CG331 CG321 CG321 HGA2 
3) C1 C2 C3 H32     |    CG331 CG321 CG321 HGA2 
4) H21 C2 C3 H31     |    HGA2 CG321 CG321 HGA2 
5) H21 C2 C3 H32     |    HGA2 CG321 CG321 HGA2 
6) H21 C2 C3 C4     |    HGA2 CG321 CG321 CG331 
7) H22 C2 C3 H31     |    HGA2 CG321 CG321 HGA2 
8) H22 C2 C3 H32     |    HGA2 CG321 CG321 HGA2 
9) H22 C2 C3 C4     |    HGA2 CG321 CG321 CG331 
$fi1 einter1 fi2 einter2 ... eref 
-170.004 0.016866 67.3081 -0.337084 -48.3898 -0.304214 -171.282 0.856354 73.0197 1.01919 -48.5944 -0.305475 -55.7043 1.0791 -171.402 0.855788 66.9837 -0.335486 -0.0832188
-159.978 0.0131734 76.6463 -0.34458 -39.0833 -0.268821 -162.56 0.858632 81.7105 0.991863 -39.1841 -0.270479 -46.8702 1.10873 -162.6 0.858196 76.5056 -0.342551 0.0154499
-149.998 0.00747553 86.4346 -0.343628 -29.3635 -0.230539 -153.121 0.862862 91.0804 0.964418 -29.5541 -0.232945 -37.4332 1.13919 -153.231 0.862535 86.1342 -0.342804 0.156384
-140.004 -0.000850023 96.5748 -0.338186 -19.3084 -0.201071 -142.918 0.870011 101.199 0.937775 -19.4971 -0.199957 -27.1855 1.16837 -143.069 0.869202 96.2356 -0.336859 0.282838
-130.002 -0.0105923 107.101 -0.331778 -8.84294 -0.1827 -132.168 0.881048 111.889 0.914213 -9.27064 -0.176879 -16.3633 1.19393 -132.307 0.879642 106.534 -0.330476 0.379633
-120.024 -0.0218014 117.864 -0.324761 1.88265 -0.181134 -120.801 0.896441 123.217 0.893639 1.31038 -0.171266 -4.91733 1.21068 -120.899 0.894272 117.194 -0.323577 0.449803
-109.974 -0.0305637 128.618 -0.320126 12.6135 -0.194154 -109.296 0.917007 134.7 0.877816 12.1116 -0.180806 6.53541 1.2159 -109.469 0.913798 127.943 -0.318397 0.514898
-100.011 -0.0319877 139.183 -0.316739 23.2703 -0.216852 -98.0824 0.942124 146.005 0.866621 22.7233 -0.202858 17.6718 1.20822 -98.241 0.937878 138.477 -0.31529 0.549206
-89.9589 -0.0118269 149.514 -0.314382 33.5287 -0.248994 -87.3935 0.970669 156.621 0.859392 33.1335 -0.23753 28.2635 1.18632 -87.7219 0.965277 148.79 -0.313223 0.531668
-79.9554 0.0536229 159.347 -0.31397 43.5134 -0.28326 -77.588 1.00178 166.578 0.855968 43.1091 -0.276905 38.042 1.15652 -77.792 0.996895 158.739 -0.312509 0.495776
-69.9936 0.184886 168.724 -0.313187 53.0414 -0.31372 -68.3507 1.0352 175.967 0.854608 52.9316 -0.313423 47.1761 1.12433 -68.5066 1.03221 168.458 -0.313698 0.511044
-59.9906 0.369793 177.789 -0.313295 62.3607 -0.336186 -59.7682 1.06908 -175.197 0.85558 62.4517 -0.336659 55.7444 1.08927 -59.6844 1.07071 177.964 -0.313814 0.615861
-50.033 0.579101 -173.121 -0.313035 71.6692 -0.348053 -51.2482 1.10445 -166.458 0.857992 71.8394 -0.347794 64.1568 1.05281 -51.0535 1.10919 -172.756 -0.31367 0.836028
-39.9436 0.760939 -163.72 -0.313253 81.0706 -0.350819 -42.6147 1.14218 -157.824 0.861983 81.162 -0.349879 72.6512 1.01819 -42.558 1.14441 -163.572 -0.313584 1.21037
