-170 0.80905
-160 0.919045
-150 1.09202
-140 1.27433
-130 1.36608
-120 1.25016
-110 0.883144
-100 0.379843
-90 0.000268637
-80 0.0244201
-70 0.531316
-60 1.36432
-50 2.27206
-40 3.07023
-30 3.74986
-20 4.3851
-10 4.90601
0 5.12034
10 4.9364
20 4.44482
30 3.83156
40 3.15604
50 2.34288
60 1.41009
70 0.55161
80 0.0272965
90 0
100 0.382059
110 0.886259
120 1.2529
130 1.36832
140 1.27582
150 1.0925
160 0.919526
170 0.809357
179.952 0.77402
180 0.773734
